HP Tuners CSV Log File
Version: 1.0

[Log Information]
Creation Time: 0:00:33
Notes: 

[Location Information]

[Driver Information]

[Vehicle Information]
VIN: 1FTLR4FEXBPA98994

[Channel Information]
0,5,17,13,15
Offset,Engine coolant temperature,Throttle position,Vehicle speed,Intake air temperature
s,°C,%,km/h,°C

[Channel Data]
0.102,120,,,
0.205,120,88.23529053,51,
0.315,120,88.23529053,51,167
0.422,120,88.23529053,51,167
0.524,120,88.23529053,51,167
0.626,120,88.23529053,51,167
0.728,120,88.23529053,51,167
0.831,120,88.23529053,51,167
0.932,120,88.23529053,51,167
1.035,120,88.23529053,51,167
1.136,120,88.23529053,51,167
1.238,120,88.23529053,51,167
1.341,120,88.23529053,51,167
1.443,120,88.23529053,51,167
1.544,120,88.23529053,51,167
1.646,120,88.23529053,51,167
1.747,120,88.23529053,51,167
1.849,120,88.23529053,51,167
1.951,120,88.23529053,51,167
2.053,120,88.23529053,51,167
2.154,120,88.23529053,51,167
2.256,120,88.23529053,51,167
2.359,120,88.23529053,51,167
2.461,120,88.23529053,51,167
2.562,120,88.23529053,51,167
2.666,120,88.23529053,51,167
2.766,120,88.23529053,51,167
2.869,120,88.23529053,51,167
2.971,120,88.23529053,51,167
3.073,120,88.23529053,51,167
3.175,120,88.23529053,51,167
3.278,120,88.23529053,51,167
3.378,120,88.23529053,51,167
3.481,120,88.23529053,51,167
3.583,102,88.23529053,51,167
3.684,102,88.23529053,51,167
3.784,33,88.23529053,51,167
3.884,33,88.23529053,51,167
3.987,33,88.23529053,51,167
4.088,33,88.23529053,51,167
4.189,33,88.23529053,51,167
4.291,33,88.23529053,51,167
4.392,33,88.23529053,51,167
4.494,33,88.23529053,51,167
4.595,33,88.23529053,51,167
4.697,33,88.23529053,51,167
4.798,33,88.23529053,51,167
4.897,33,88.23529053,51,167
4.998,33,88.23529053,51,167
5.098,33,88.23529053,51,167
5.199,33,88.23529053,51,167
5.300,33,88.23529053,51,167
5.400,33,88.23529053,51,167
5.500,33,88.23529053,51,167
5.602,33,88.23529053,51,167
5.702,33,88.23529053,51,167
5.802,33,88.23529053,51,167
5.904,33,88.23529053,51,167
6.012,33,88.23529053,28,167
6.119,33,88.23529053,28,167
6.220,33,88.23529053,0,167
6.326,33,88.23529053,0,167
6.426,33,88.23529053,0,167
6.527,33,88.23529053,0,167
6.628,33,88.23529053,0,167
6.736,33,88.23529053,0,167
6.837,33,88.23529053,87,167
6.942,33,88.23529053,87,167
7.042,33,88.23529053,103,167
7.142,33,88.23529053,103,167
7.245,33,88.23529053,103,169
7.350,33,88.23529053,103,169
7.451,33,88.23529053,105,190
7.550,33,88.23529053,105,190
7.651,33,88.23529053,105,190
7.753,33,88.23529053,105,190
7.853,33,88.23529053,105,134
7.961,33,88.23529053,105,134
8.060,33,88.23529053,105,65
8.168,33,88.23529053,105,65
8.269,33,88.23529053,105,65
8.370,33,69.41176605,105,65
8.478,33,69.41176605,105,65
8.579,33,28.62745094,105,65
8.689,33,28.62745094,105,64
8.796,33,35.29411697,105,64
8.903,33,35.29411697,105,64
9.002,33,87.05882263,105,64
9.108,33,87.05882263,105,66
9.215,33,88.23529053,105,66
9.322,33,88.23529053,105,66
9.424,33,88.23529053,105,66
9.525,33,88.23529053,105,66
9.627,33,88.23529053,105,66
9.728,33,88.23529053,105,66
9.835,33,88.23529053,105,66
9.937,33,88.23529053,105,66
10.038,33,88.23529053,105,66
10.138,34,88.23529053,105,66
10.245,34,88.23529053,105,66
10.346,34,88.23529053,105,66
10.447,34,88.23529053,105,67
10.554,34,88.23529053,105,67
10.653,34,88.23529053,105,67
10.754,34,88.23529053,105,67
10.854,34,88.23529053,105,67
10.957,34,88.23529053,105,67
11.062,34,88.23529053,105,67
